,,ENTP,ESFP,ISFJ,INTJ,ISFP,ESTP,INTP,INFJ,ESTJ,ENFP,ISTJ,ENTJ,INFP,ISTP,ESFJ,ENFJ
KNeighborsUnif,PRE,0.11168831168831168,0.1,0.0,0.20164609053497942,0.0967741935483871,0.0,0.2286096256684492,0.2510822510822511,0.0,0.15122873345935728,0.0,0.047619047619047616,0.27902439024390246,0.08333333333333333,0.0,0.007246376811594203
KNeighborsUnif,REC,0.12573099415204678,0.041666666666666664,0.0,0.1794871794871795,0.022222222222222223,0.0,0.26226993865030673,0.23673469387755103,0.0,0.23738872403560832,0.0,0.0603448275862069,0.31222707423580787,0.017857142857142856,0.0,0.03333333333333333
KNeighborsUnif,F1,0.11829436038514442,0.058823529411764705,0.0,0.18992248062015504,0.03614457831325301,0.0,0.2442857142857143,0.24369747899159666,0.0,0.1847575057736721,0.0,0.053231939163498096,0.2946934569809377,0.029411764705882353,0.0,0.011904761904761906
KNeighborsUnif,AUC,0.5659486927666919,0.5499058380414312,0.5424476612585458,0.5920558239398819,0.5127610811197951,0.5058054528253203,0.5936042521099549,0.5723757979301418,0.49494355597365947,0.596273268506404,0.5137783035674779,0.5258102120739437,0.5730835992109551,0.528197664299638,0.4881204422488826,0.5077164859343077
KNeighborsDist,PRE,0.10616438356164383,0.0,0.0,0.19666666666666666,0.07142857142857142,0.0625,0.2222222222222222,0.23407407407407407,0.0,0.17358490566037735,0.10714285714285714,0.05,0.28028293545534927,0.058823529411764705,0.0,0.0
KNeighborsDist,REC,0.09064327485380116,0.0,0.0,0.21611721611721613,0.037037037037037035,0.022727272727272728,0.3312883435582822,0.21496598639455783,0.0,0.13649851632047477,0.02912621359223301,0.02586206896551724,0.3460698689956332,0.02976190476190476,0.0,0.0
KNeighborsDist,F1,0.09779179810725551,0.0,0.0,0.20593368237347295,0.04878048780487805,0.03333333333333333,0.2660098522167488,0.22411347517730498,0.0,0.15282392026578073,0.04580152671755725,0.03409090909090909,0.30972154372252075,0.039525691699604744,0.0,0.0
KNeighborsDist,AUC,0.5664393702662084,0.5503325094161958,0.5426317348649792,0.5974394857245099,0.5131612637534804,0.5061763567558268,0.6022167237230113,0.5700307151415839,0.49494355597365947,0.5978327344571843,0.5148495483306048,0.5278232966048255,0.5784606271242018,0.5280787327114081,0.4881204422488826,0.5077204148986327
NeuralNetFastAI,PRE,0.12236286919831224,0.14285714285714285,0.0,0.20334261838440112,0.0449438202247191,0.0,0.22007366482504603,0.18110236220472442,0.0,0.16470588235294117,0.0,0.034482758620689655,0.2445759368836292,0.06666666666666667,0.0,0.0
NeuralNetFastAI,REC,0.0847953216374269,0.041666666666666664,0.0,0.1336996336996337,0.02962962962962963,0.0,0.3665644171779141,0.1564625850340136,0.0,0.0830860534124629,0.0,0.008620689655172414,0.40611353711790393,0.017857142857142856,0.0,0.0
NeuralNetFastAI,F1,0.1001727115716753,0.06451612903225806,0.0,0.16132596685082873,0.03571428571428571,0.0,0.27502876869965476,0.16788321167883213,0.0,0.11045364891518737,0.0,0.01379310344827586,0.3052933935166188,0.02816901408450704,0.0,0.0
NeuralNetFastAI,AUC,0.565191286103299,0.7243016321406152,0.5439375070106158,0.5879474792518271,0.5449072954995121,0.5867001376107336,0.6185608243229502,0.528132338601259,0.4778222013170273,0.6143262737586673,0.4946798724752973,0.5385421160930602,0.5632611993899995,0.5813129467186484,0.552676681117048,0.6458431557441459
LightGBMXT,PRE,0.6976744186046512,0.0,0.9210526315789473,0.6603448275862069,0.7540983606557377,0.8571428571428571,0.6264294790343075,0.6506172839506172,0.0,0.7335766423357665,0.7105263157894737,0.72,0.631578947368421,0.79,0.5,0.3333333333333333
LightGBMXT,REC,0.6140350877192983,0.0,0.42168674698795183,0.7014652014652014,0.34074074074074073,0.13636363636363635,0.7561349693251533,0.7170068027210884,0.0,0.5964391691394659,0.2621359223300971,0.3103448275862069,0.8253275109170306,0.47023809523809523,0.047619047619047616,0.3
LightGBMXT,F1,0.6531881804043546,0.0,0.578512396694215,0.680284191829485,0.4693877551020408,0.2352941176470588,0.6851980542043085,0.6822006472491909,0.0,0.6579378068739772,0.3829787234042553,0.4337349397590362,0.7155702792238523,0.5895522388059701,0.08695652173913042,0.3157894736842105
LightGBMXT,AUC,0.9249490350133178,0.8037704017576899,0.9517324490130491,0.9230444810154956,0.9392814617856919,0.9044357959920875,0.9232027251465952,0.9097174860897144,0.8615357478833491,0.9323841806205437,0.9494512199381939,0.9162428230062062,0.9283792698731596,0.948815905504502,0.7730393968926079,0.856985698569857
LightGBM,PRE,0.6719745222929936,0.0,0.8611111111111112,0.6677908937605397,0.7066666666666667,0.6666666666666666,0.6302952503209243,0.6766917293233082,0.75,0.7114093959731543,0.8,0.7058823529411765,0.6708407871198568,0.7966101694915254,0.3333333333333333,0.37037037037037035
LightGBM,REC,0.6169590643274854,0.0,0.37349397590361444,0.7252747252747253,0.3925925925925926,0.22727272727272727,0.7530674846625767,0.7346938775510204,0.15,0.629080118694362,0.3106796116504854,0.3103448275862069,0.8187772925764192,0.5595238095238095,0.047619047619047616,0.3333333333333333
LightGBM,F1,0.6432926829268293,0.0,0.5210084033613446,0.6953467954345918,0.5047619047619047,0.33898305084745756,0.6862334032145353,0.7045009784735812,0.24999999999999997,0.6677165354330709,0.4475524475524475,0.4311377245508982,0.7374631268436579,0.6573426573426574,0.08333333333333333,0.3508771929824561
LightGBM,AUC,0.9362759103016234,0.8299591964846202,0.956084064115138,0.9249143234650482,0.9407299975827896,0.9184978928356413,0.9226913364742568,0.9164148101988887,0.8393344308560678,0.9360053389840095,0.9473902381656565,0.9203727058511169,0.9324399758498108,0.9481472779170148,0.8320507219589788,0.8643171460003143
RandomForestGini,PRE,0.7428571428571429,0.0,0.0,0.6463414634146342,0.0,0.0,0.5320139697322468,0.590047393364929,0.0,0.8176100628930818,0.0,0.0,0.4889815366289458,0.9230769230769231,0.0,0.08333333333333333
