,,ENTP,ESFP,ISFJ,INTJ,ISFP,ESTP,INTP,INFJ,ESTJ,ENFP,ISTJ,ENTJ,INFP,ISTP,ESFJ,ENFJ
KNeighborsUnif,PRE,0.11685393258426967,0.16666666666666666,0.0,0.18485523385300667,0.08695652173913043,0.0,0.21959858323494688,0.21862348178137653,0.0,0.1443661971830986,0.5,0.030303030303030304,0.27955911823647295,0.0625,0.0,0.0
KNeighborsUnif,REC,0.15204678362573099,0.08333333333333333,0.0,0.152014652014652,0.014814814814814815,0.0,0.2852760736196319,0.22040816326530613,0.0,0.2433234421364985,0.009708737864077669,0.02586206896551724,0.30458515283842796,0.011904761904761904,0.0,0.0
KNeighborsUnif,F1,0.13214739517153748,0.1111111111111111,0.0,0.16683417085427135,0.025316455696202535,0.0,0.24816544362908607,0.21951219512195122,0.0,0.18121546961325966,0.019047619047619046,0.027906976744186046,0.29153605015673983,0.02,0.0,0.0
KNeighborsUnif,AUC,0.5640983289436483,0.5461246468926554,0.5314794628502072,0.5859478685565642,0.5102337532117567,0.5171475875118259,0.5936438667254177,0.5584926308663131,0.49482596425211667,0.6048442984854026,0.5173599871450629,0.513084530881816,0.5806080877109889,0.54468854427736,0.4885909197835803,0.4994106553512494
KNeighborsDist,PRE,0.12745098039215685,0.09090909090909091,0.04,0.19378427787934185,0.1076923076923077,0.0,0.21062271062271062,0.23275862068965517,0.0,0.19183673469387755,0.06060606060606061,0.04878048780487805,0.2849264705882353,0.06451612903225806,0.0,0.0
KNeighborsDist,REC,0.11403508771929824,0.041666666666666664,0.012048192771084338,0.19413919413919414,0.05185185185185185,0.0,0.35276073619631904,0.22040816326530613,0.0,0.1394658753709199,0.019417475728155338,0.017241379310344827,0.3384279475982533,0.03571428571428571,0.0,0.0
KNeighborsDist,F1,0.12037037037037036,0.05714285714285715,0.018518518518518517,0.1939615736505032,0.07,0.0,0.2637614678899083,0.22641509433962265,0.0,0.16151202749140894,0.029411764705882353,0.02547770700636943,0.3093812375249501,0.04597701149425287,0.0,0.0
KNeighborsDist,AUC,0.5637828668363019,0.5468406701192718,0.5317109929332992,0.5908684936462715,0.5110000984789479,0.5168600025802011,0.5984707063688437,0.5595408307512996,0.49482596425211667,0.6090249944385583,0.518543013970429,0.5130368225415685,0.5856642082745627,0.5438465956558062,0.4885909197835803,0.4994106553512494
NeuralNetFastAI,PRE,0.11403508771929824,0.0,0.0,0.1633281972265023,0.0,0.0,0.23917525773195877,0.18309859154929578,0.0,0.16988416988416988,0.0,0.04,0.26065773447015833,0.0,0.0,0.0
NeuralNetFastAI,REC,0.038011695906432746,0.0,0.0,0.19413919413919414,0.0,0.0,0.3558282208588957,0.1414965986394558,0.0,0.13056379821958458,0.0,0.008620689655172414,0.4672489082969432,0.0,0.0,0.0
NeuralNetFastAI,F1,0.05701754385964912,0.0,0.0,0.17740585774058576,0.0,0.0,0.28606658446362515,0.15963161933998465,0.0,0.1476510067114094,0.0,0.014184397163120569,0.33463643471462085,0.0,0.0,0.0
NeuralNetFastAI,AUC,0.5751871196226358,0.5821072661644695,0.5971894261217704,0.602971102971103,0.5643631545492798,0.5749010922851983,0.6499495813985019,0.5311703872954328,0.47501175917215427,0.6657102243806062,0.5152501007202958,0.5424728684743287,0.5732215259380319,0.5897048756149634,0.5513996706657257,0.4919063334904919
LightGBMXT,PRE,0.698051948051948,0.0,0.9117647058823529,0.6543859649122807,0.72,0.7272727272727273,0.5826193390452876,0.6683608640406608,1.0,0.7355072463768116,0.7297297297297297,0.7169811320754716,0.6256198347107438,0.7345132743362832,0.6666666666666666,0.0
LightGBMXT,REC,0.6286549707602339,0.0,0.37349397590361444,0.6831501831501832,0.26666666666666666,0.18181818181818182,0.7300613496932515,0.7156462585034014,0.05,0.6023738872403561,0.2621359223300971,0.3275862068965517,0.8264192139737991,0.49404761904761907,0.09523809523809523,0.0
LightGBMXT,F1,0.6615384615384614,0.0,0.5299145299145298,0.6684587813620072,0.3891891891891892,0.2909090909090909,0.6480599046970729,0.6911957950065704,0.09523809523809523,0.6623164763458401,0.38571428571428573,0.4497041420118343,0.7121354656632173,0.5907473309608541,0.16666666666666666,0.0
LightGBMXT,AUC,0.9291519723821854,0.8429751255492781,0.9573668270599706,0.9206250897072153,0.9342429207065417,0.9023877612453771,0.9047465511981831,0.9081065278811553,0.8286571025399811,0.9347203631715677,0.9433427959954076,0.9133015001161594,0.9269310392388527,0.9353447275596399,0.7887667887667887,0.5720964953638221
LightGBM,PRE,0.6520376175548589,0.0,0.8809523809523809,0.6632478632478632,0.6666666666666666,0.6666666666666666,0.6421052631578947,0.6504739336492891,0.0,0.7157190635451505,0.7954545454545454,0.7291666666666666,0.6569920844327177,0.7603305785123967,0.0,0.0
LightGBM,REC,0.6081871345029239,0.0,0.4457831325301205,0.7106227106227107,0.3111111111111111,0.13636363636363635,0.7484662576687117,0.746938775510204,0.0,0.6350148367952523,0.33980582524271846,0.3017241379310345,0.8155021834061136,0.5476190476190477,0.0,0.0
LightGBM,F1,0.6293494704992436,0.0,0.592,0.6861184792219275,0.42424242424242425,0.22641509433962262,0.6912181303116148,0.695376820772641,0.0,0.6729559748427674,0.47619047619047616,0.42682926829268286,0.7277155382367267,0.6366782006920416,0.0,0.0
LightGBM,AUC,0.9353533324405161,0.8567365034526051,0.9610137853874319,0.9281757337312893,0.9443629754966472,0.9098542186290531,0.9242119445480119,0.9181915570865044,0.8361006585136406,0.9396189564096086,0.9533053722924871,0.914392569114865,0.9298597050970432,0.9463604033231228,0.7994309462199369,0.6165802294515166
RandomForestGini,PRE,0.7818181818181819,0.0,0.0,0.6497975708502024,0.0,0.0,0.563855421686747,0.5808019441069259,0.0,0.7834394904458599,0.0,0.0,0.4648127128263337,0.9142857142857143,0.0,0.0
RandomForestGini,REC,0.37719298245614036,0.0,0.0,0.5879120879120879,0.0,0.0,0.7177914110429447,0.6503401360544218,0.0,0.3649851632047478,0.0,0.0,0.8941048034934498,0.19047619047619047,0.0,0.0
RandomForestGini,F1,0.5088757396449705,0.0,0.0,0.6173076923076923,0.0,0.0,0.631578947368421,0.6136071887034661,0.0,0.49797570850202433,0.0,0.0,0.6116504854368932,0.3152709359605911,0.0,0.0
RandomForestGini,AUC,0.9144104429861762,0.599438951663528,0.9201566351344744,0.8993509621528946,0.8759621840840115,0.7866442332501935,0.9124792393993831,0.8781830176232213,0.6297565851364063,0.9150856462018181,0.877071170241752,0.8720130430453685,0.9120199889658619,0.9317869326093009,0.7112108075410828,0.42520037718057524
RandomForestEntr,PRE,0.74,0.0,0.0,0.6699266503667481,0.0,0.0,0.5519053876478318,0.551640340218712,0.0,0.8295454545454546,0.0,0.0,0.399903984637542,1.0,0.0,0.0
RandomForestEntr,REC,0.21637426900584794,0.0,0.0,0.5018315018315018,0.0,0.0,0.6441717791411042,0.617687074829932,0.0,0.2166172106824926,0.0,0.0,0.9093886462882096,0.005952380952380952,0.0,0.0
RandomForestEntr,F1,0.334841628959276,0.0,0.0,0.5738219895287957,0.0,0.0,0.5944798301486199,0.582798459563543,0.0,0.3435294117647059,0.0,0.0,0.5555185061687229,0.011834319526627219,0.0,0.0
RandomForestEntr,AUC,0.8977564245643795,0.7109718298807282,0.8939736026943774,0.8867310002575703,0.8984467184128774,0.8324024898942117,0.8945905924821205,0.8695285408480611,0.49262699905926627,0.9098084978828817,0.8811745034431203,0.8884101921608974,0.8994223017108118,0.9169001786874593,0.6668739008188549,0.49450730787364444
