,,ENTP,ESFP,ISFJ,INTJ,ISFP,ESTP,INTP,INFJ,ESTJ,ENFP,ISTJ,ENTJ,INFP,ISTP,ESFJ,ENFJ
KNeighborsUnif,PRE,0.0,0.0,0.0,0.0,0.4827586206896552,0.2727272727272727,0.611810261374637,0.0,0.0,0.0,0.7222222222222222,0.0,0.0,0.6,0.0,0.0
KNeighborsUnif,REC,0.0,0.0,0.0,0.0,0.1037037037037037,0.06666666666666667,0.9693251533742331,0.0,0.0,0.0,0.1262135922330097,0.0,0.0,0.17857142857142858,0.0,0.0
KNeighborsUnif,F1,0.0,0.0,0.0,0.0,0.17073170731707318,0.10714285714285715,0.7501483679525223,0.0,0.0,0.0,0.21487603305785125,0.0,0.0,0.2752293577981651,0.0,0.0
KNeighborsUnif,AUC,0.0,0.0,0.0,0.0,0.8356885655496767,0.8812487350738717,0.75853397973336,0.0,0.0,0.0,0.8474281179985063,0.0,0.0,0.7994963369963369,0.0,0.49818676337262013
KNeighborsDist,PRE,0.0,0.0,0.0,0.0,0.9396551724137931,0.9473684210526315,0.8537234042553191,0.0,0.0,0.0,0.9318181818181818,0.0,0.0,0.9328859060402684,0.0,0.0
KNeighborsDist,REC,0.0,0.0,0.0,0.0,0.8074074074074075,0.8,0.9846625766871165,0.0,0.0,0.0,0.7961165048543689,0.0,0.0,0.8273809523809523,0.0,0.0
KNeighborsDist,F1,0.0,0.0,0.0,0.0,0.8685258964143427,0.8674698795180723,0.9145299145299145,0.0,0.0,0.0,0.8586387434554973,0.0,0.0,0.8769716088328074,0.0,0.0
KNeighborsDist,AUC,0.0,0.0,0.0,0.0,0.9341269841269841,0.9302772718073264,0.9638430397461047,0.0,0.0,0.0,0.9351941747572815,0.0,0.0,0.9508455433455434,0.0,0.499546690843155
NeuralNetFastAI,PRE,0.0,0.0,0.0,0.0,0.8541666666666666,0.8823529411764706,0.774390243902439,0.0,0.0,0.0,0.8904109589041096,0.0,0.0,0.8403361344537815,0.0,0.0
NeuralNetFastAI,REC,0.0,0.0,0.0,0.0,0.6074074074074074,0.6666666666666666,0.9739263803680982,0.0,0.0,0.0,0.6310679611650486,0.0,0.0,0.5952380952380952,0.0,0.0
NeuralNetFastAI,F1,0.0,0.0,0.0,0.0,0.7099567099567099,0.7594936708860759,0.8627717391304348,0.0,0.0,0.0,0.7386363636363636,0.0,0.0,0.6968641114982578,0.0,0.0
NeuralNetFastAI,AUC,0.0,0.0,0.0,0.0,0.9275720164609055,0.9475612224246104,0.9091718416153336,0.0,0.0,0.0,0.9341672890216579,0.0,0.0,0.9149450549450548,0.0,0.5639165911151405
LightGBMXT,PRE,0.0,0.0,0.0,0.0,0.9692307692307692,0.9285714285714286,0.9154929577464789,0.0,0.0,0.0,0.9895833333333334,0.0,0.0,0.9454545454545454,0.0,0.0
LightGBMXT,REC,0.0,0.0,0.0,0.0,0.9333333333333333,0.8666666666666667,0.9969325153374233,0.0,0.0,0.0,0.9223300970873787,0.0,0.0,0.9285714285714286,0.0,0.0
LightGBMXT,F1,0.0,0.0,0.0,0.0,0.9509433962264151,0.896551724137931,0.9544787077826726,0.0,0.0,0.0,0.9547738693467336,0.0,0.0,0.9369369369369368,0.0,0.0
LightGBMXT,AUC,0.0,0.0,0.0,0.0,0.997472075249853,0.9776158672333536,0.9949833193807555,0.0,0.0,0.0,0.9980395817774459,0.0,0.0,0.9966422466422467,0.0,0.9306890299184044
