,,ENTP,ESFP,ISFJ,INTJ,ISFP,ESTP,INTP,INFJ,ESTJ,ENFP,ISTJ,ENTJ,INFP,ISTP,ESFJ,ENFJ
KNeighborsUnif,PRE,0.0,0.0,0.0,0.0,0.5,0.5,0.6190944881889764,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6140350877192983,0.0,0.05555555555555555
KNeighborsUnif,REC,0.0,0.0,0.0,0.0,0.1037037037037037,0.06666666666666667,0.9647239263803681,0.0,0.0,0.0,0.11650485436893204,0.0,0.0,0.20833333333333334,0.0,0.025
KNeighborsUnif,F1,0.0,0.0,0.0,0.0,0.17177914110429446,0.11764705882352941,0.7541966426858513,0.0,0.0,0.0,0.1983471074380165,0.0,0.0,0.3111111111111111,0.0,0.03448275862068966
KNeighborsUnif,AUC,0.0,0.0,0.0,0.0,0.8524838330393886,0.885792349726776,0.7396667624604849,0.0,0.0,0.0,0.854018857356236,0.0,0.0,0.7918223443223443,0.0,0.5898118766999093
KNeighborsDist,PRE,0.0,0.0,0.0,0.0,0.956140350877193,0.972972972972973,0.8521970705725699,0.0,0.0,0.0,0.9550561797752809,0.0,0.0,0.9251700680272109,0.0,0.2
KNeighborsDist,REC,0.0,0.0,0.0,0.0,0.8074074074074075,0.8,0.9815950920245399,0.0,0.0,0.0,0.8252427184466019,0.0,0.0,0.8095238095238095,0.0,0.025
KNeighborsDist,F1,0.0,0.0,0.0,0.0,0.8755020080321286,0.8780487804878049,0.9123307198859586,0.0,0.0,0.0,0.8854166666666667,0.0,0.0,0.8634920634920635,0.0,0.04444444444444445
KNeighborsDist,AUC,0.0,0.0,0.0,0.0,0.9516056731334508,0.9206941914592188,0.9648598078292705,0.0,0.0,0.0,0.9452483196415236,0.0,0.0,0.9319841269841269,0.0,0.6416364460562103
NeuralNetFastAI,PRE,0.0,0.0,0.0,0.0,0.7040816326530612,0.7083333333333334,0.7147846332945286,0.0,0.0,0.0,0.78,0.0,0.0,0.7319587628865979,0.0,0.2
NeuralNetFastAI,REC,0.0,0.0,0.0,0.0,0.5111111111111111,0.37777777777777777,0.941717791411043,0.0,0.0,0.0,0.3786407766990291,0.0,0.0,0.4226190476190476,0.0,0.075
NeuralNetFastAI,F1,0.0,0.0,0.0,0.0,0.592274678111588,0.49275362318840576,0.812706816677697,0.0,0.0,0.0,0.5098039215686274,0.0,0.0,0.5358490566037736,0.0,0.10909090909090907
